finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
8300,Fashion & Retail,John Morris,75,United States,Springfield,Sporting goods retail,Fashion & Retail,United States,,True,M,Missouri
8300,Fashion & Retail,Stefano Pessina,81,Monaco,Monte Carlo,Drugstores,Fashion & Retail,Monaco,,False,M,
8300,Finance & Investments,Francine von Finck & family,65,Switzerland,Thurgau,Investments,Finance & Investments,Germany,,False,F,
8200,Real Estate,Francis Choi,75,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,M,
8200,Energy,German Khan,61,Russia,Moscow,"Oil, banking, telecom",Energy,Russia,,True,M,
8200,Diversified,Abdulsamad Rabiu,62,Nigeria,Lagos,"Cement, sugar",Diversified,Nigeria,,False,M,
8200,Finance & Investments,George Roberts,79,United States,Atherton,Private equity,Finance & Investments,United States,,True,M,California
8200,Real Estate,Kushal Pal Singh,91,India,Delhi,Real estate,Real Estate,India,,False,M,
8200,Real Estate,Wang Jianlin,68,China,Beijing,Real estate,Real Estate,China,Dalian Wanda Group,True,M,
8200,Real Estate,Yang Huiyan & family,41,China,Foshan,Real estate,Real Estate,China,,False,F,
8100,Diversified,Laurent Dassault,69,France,Paris,Diversified,Diversified,France,,False,M,
8100,Diversified,Thierry Dassault,66,France,Paris,Diversified,Diversified,France,,False,M,
8100,Food & Beverage,Tilman Fertitta,65,United States,Houston,"Houston Rockets, entertainment",Food & Beverage,United States,Landry's Inc,True,M,Texas
8100,Diversified,Marie-Hélène Habert-Dassault,58,France,Paris,Diversified,Diversified,France,,False,F,
8100,Gambling & Casinos,Karel Komarek,54,Switzerland,Verbier,"Oil and gas, IT, lotteries",Gambling & Casinos,Czech Republic,,True,M,
8000,Technology,Nathan Blecharczyk,39,United States,San Francisco,Airbnb,Technology,United States,,True,M,California
8000,Energy,Leonid Fedun,66,Russia,Moscow,Oil,Energy,Russia,,True,M,
8000,Fashion & Retail,Bernard Marcus,93,United States,Atlanta,Home Depot,Fashion & Retail,United States,Home Depot,True,M,Georgia
8000,Finance & Investments,Patrick Ryan,85,United States,Winnetka,Insurance,Finance & Investments,United States,Ryan Specialty Group,True,M,Illinois
8000,Finance & Investments,Robert F. Smith,60,United States,Austin,Private equity,Finance & Investments,United States,,True,M,Texas
8000,Metals & Mining,Pavel Tykac,58,Czech Republic,Prague,Coal mines,Metals & Mining,Czech Republic,,True,M,
8000,Finance & Investments,Eric Wittouck,76,Monaco,,Investments,Finance & Investments,Belgium,,False,M,
7900,Finance & Investments,Orlando Bravo,52,United States,Miami Beach,Private equity,Finance & Investments,United States,,True,M,Florida
7900,Fashion & Retail,Ding Shizhong,52,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,M,
7900,Fashion & Retail,Nancy Walton Laurie,71,United States,Henderson,Walmart,Fashion & Retail,United States,,False,F,Nevada
7900,Technology,Jay Y. Lee,54,South Korea,Seoul,Samsung,Technology,South Korea,,False,M,
7900,Finance & Investments,Ramzi Musallam,54,United States,New York,Private equity,Finance & Investments,United States,,True,M,New York
7900,Finance & Investments,David Shaw,72,United States,New York,Hedge funds,Finance & Investments,United States,"D. E. Shaw & Co., L.P.",True,M,New York
7900,Metals & Mining,Andrei Skoch & family,57,Russia,Moscow,Metals and mining,Metals & Mining,Russia,,True,M,
7900,Diversified,Georg Stumpf,50,Austria,Vienna,"Real estate, construction",Diversified,Austria,,True,M,
7800,Telecom,Rocco Commisso,73,United States,Saddle River,Telecom,Telecom,United States,,True,M,New Jersey
7800,Manufacturing,Li Shuirong & family,66,China,Hangzhou,Petrochemicals,Manufacturing,China,,True,M,
7800,Manufacturing,Lin Shu-hong,94,Taiwan,Taipei,Petrochemicals,Manufacturing,Taiwan,,True,M,
7800,Technology,Qi Shi & family,53,China,Shanghai,Financial information,Technology,China,,True,M,
7800,Manufacturing,Yao Liangsong,58,China,Guangzhou,Furniture,Manufacturing,China,,True,M,
7800,Fashion & Retail,Zhang Congyuan,75,Taiwan,Taoyuan,Shoes,Fashion & Retail,Taiwan,,True,M,
7700,Food & Beverage,Jean-Michel Besnier,55,France,Laval,Cheese,Food & Beverage,France,,False,M,
7700,Food & Beverage,Marie Besnier Beauvalot,42,France,Laval,Cheese,Food & Beverage,France,,False,F,
7700,Media & Entertainment,David Geffen,80,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,United States,DreamWorks Animation SKG Inc. (Cl A),True,M,California
7700,Technology,Robin Li,54,China,Beijing,Internet search,Technology,China,Baidu,True,M,
7700,Service,Liu Yonghao & family,71,China,Chengdu,Agribusiness,Service,China,,True,M,
7700,Technology,Henry Samueli,68,United States,Newport Beach,Semiconductors,Technology,United States,Broadcom,True,M,California
7700,Healthcare,Reinhold Schmieding,68,United States,Naples,Medical devices,Healthcare,United States,,True,M,Florida
7700,Real Estate,Ivar Tollefsen,61,Norway,Oslo,Real estate,Real Estate,Norway,,True,M,
7600,Energy,Cao Renxian,54,China,Hefei,Photovoltaic equipment,Energy,China,,True,M,
7600,Healthcare,Hasmukh Chudgar & family,89,India,Ahmedabad,Pharmaceuticals,Healthcare,India,,True,M,
7600,Manufacturing,Andrew Currie,67,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,,True,M,
7600,Technology,Joe Gebbia,41,United States,Austin,Airbnb,Technology,United States,"Airbnb, Inc.",True,M,Texas
7600,Real Estate,Philip Ng,64,Singapore,Singapore,Real Estate,Real Estate,Singapore,,False,M,
7600,Manufacturing,John Reece,66,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,,True,M,
7600,Real Estate,Leonard Stern,85,United States,New York,Real estate,Real Estate,United States,"Hartz Mountain Industries, Inc.",False,M,New York
7600,Technology,Joseph Tsai,59,Hong Kong,Hong Kong,E-commerce,Technology,Canada,,True,M,
7600,Healthcare,Zhong Huijuan,62,China,Shanghai,Pharmaceuticals,Healthcare,China,,True,F,
7500,Sports,Arthur Blank,80,United States,Atlanta,Home Depot,Sports,United States,Atlanta Falcons,True,M,Georgia
7500,Fashion & Retail,Charles Butt,85,United States,San Antonio,Supermarkets,Fashion & Retail,United States,,False,M,Texas
7500,Fashion & Retail,Ding Shijia,59,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,M,
7500,Finance & Investments,"Paul Tudor Jones, II.",68,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Tudor Investment Corporation,True,M,Florida
7500,Finance & Investments,Henry Kravis,79,United States,New York,Private equity,Finance & Investments,United States,KKR & Co.,True,M,New York
7500,Food & Beverage,Zhang Yong,52,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,,True,M,
7400,Technology,James Goodnight,80,United States,Cary,Software,Technology,United States,SAS Institute,True,M,North Carolina
7400,Manufacturing,Sri Prakash Lohia,70,United Kingdom,London,Petrochemicals,Manufacturing,Indonesia,,False,M,
7400,Fashion & Retail,Ma Jianrong,59,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,,True,M,
7400,Real Estate,Robert Ng,71,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,M,
7400,Manufacturing,Steven Rales,72,United States,Santa Barbara,"Manufacturing, investments",Manufacturing,United States,Danaher,True,M,California
7400,Construction & Engineering,Nassef Sawiris,62,Egypt,Cairo,"Construction, investments",Construction & Engineering,Egypt,,False,M,
7400,Food & Beverage,Harry Stine,81,United States,Adel,Agriculture,Food & Beverage,United States,,True,M,Iowa
7300,Manufacturing,Benu Gopal Bangur,91,India,Kolkata,Cement,Manufacturing,India,,False,M,
7300,Metals & Mining,Iskander Makhmudov,59,Russia,Moscow,"Mining, metals, machinery",Metals & Mining,Russia,,True,M,
7300,Fashion & Retail,Anders Holch Povlsen,50,Denmark,Aarhus,Fashion retail,Fashion & Retail,Denmark,,False,M,
7300,Logistics,Enrique Razon Jr.,63,Philippines,Manila,Ports,Logistics,Philippines,,False,M,
7300,Technology,Wang Laichun,55,China,Shenzhen,Electronics components,Technology,Hong Kong,,True,F,
7200,Finance & Investments,Arthur Dantchik,65,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,,True,M,Pennsylvania
7200,Technology,Terry Gou,72,Taiwan,Taipei,Electronics,Technology,Taiwan,Hon Hai Precision Industries,True,M,
7200,Real Estate,Jeff Greene,68,United States,Palm Beach,"Real estate, investments",Real Estate,United States,,True,M,Florida
7200,Finance & Investments,Don Hankey,79,United States,Malibu,Auto loans,Finance & Investments,United States,Hankey Group,True,M,California
7200,Energy,Richard Kinder,78,United States,Houston,Pipelines,Energy,United States,Kinder Morgan Inc,True,M,Texas
7200,Finance & Investments,Guillaume Pousaz,41,United Arab Emirates,Dubai,Fintech,Finance & Investments,Switzerland,,True,M,
7200,Fashion & Retail,Takahisa Takahara,61,Japan,Tokyo,Personal care goods,Fashion & Retail,Japan,,False,M,
7200,Food & Beverage,Zong Qinghou,77,China,Hangzhou,Beverages,Food & Beverage,China,Hangzhou Wahaha Group,True,M,
7100,Technology,Judy Faulkner,79,United States,Madison,Healthcare software,Technology,United States,Epic Systems,True,F,Wisconsin
7100,Gambling & Casinos,Johann Graf,76,Austria,Vienna,Gambling,Gambling & Casinos,Austria,,True,M,
7100,Service,Tamara Gustavson,61,United States,Lexington,Self storage,Service,United States,,False,F,Kentucky
7100,Manufacturing,Liang Wengen,66,China,Changsha,Construction equipment,Manufacturing,China,,True,M,
7100,Healthcare,Frederik Paulsen,72,Switzerland,Lausanne,Health care,Healthcare,Sweden,,False,M,
7100,Finance & Investments,Wee Cho Yaw,94,Singapore,Singapore,Banking,Finance & Investments,Singapore,,False,M,
7100,Manufacturing,Zhang Hejun,71,China,Ningbo,Electronics,Manufacturing,China,,True,M,
7000,Technology,Marc Benioff,58,United States,San Francisco,Business software,Technology,United States,Salesforce.com,True,M,California
7000,Media & Entertainment,Dmitri Bukhman,37,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,M,
7000,Media & Entertainment,Igor Bukhman,41,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,M,
7000,Technology,Jack Dangermond,77,United States,Redlands,Mapping software,Technology,United States,,True,M,California
7000,Manufacturing,Ashwin Dani & family,80,India,Mumbai,Paints,Manufacturing,India,,False,M,
7000,Fashion & Retail,Ralph Lauren,83,United States,New York,Apparel,Fashion & Retail,United States,Ralph Lauren,True,M,New York
7000,Real Estate,Law Kar Po,74,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,M,
7000,Diversified,Rohiqa Cyrus Mistry,55,India,Mumbai,Diversified,Diversified,India,,False,F,
7000,Diversified,Shapoor Mistry,58,India,Mumbai,Diversified,Diversified,Ireland,,False,M,
7000,Food & Beverage,J. Christopher Reyes,69,United States,Hobe Sound,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,M,Florida
7000,Food & Beverage,Jude Reyes,67,United States,Palm Beach,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,M,Florida
7000,Food & Beverage,Don Vultaggio & family,71,United States,Port Washington,Beverages,Food & Beverage,United States,,True,M,New York
6900,Diversified,Alejandro Bailleres Gual & family,62,Mexico,,Diversified,Diversified,Mexico,,False,M,
6900,Diversified,Edythe Broad & family,87,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,,False,F,California
6900,Food & Beverage,Pauline MacMillan Keinath,89,United States,St. Louis,Cargill,Food & Beverage,United States,,False,F,Missouri
6900,Finance & Investments,Philippe Laffont,55,United States,New York,Hedge fund,Finance & Investments,United States,Coatue Management,True,M,New York
6900,Technology,Liu Jincheng & family,58,China,Huizhou,Lithium batteries,Technology,China,,True,M,
6900,Real Estate,Igor Olenicoff,80,United States,Lighthouse Point,Real estate,Real Estate,United States,,True,M,Florida
6900,Fashion & Retail,Sandra Ortega Mera,54,Spain,La Coruna,Zara,Fashion & Retail,Spain,,False,F,
6900,Healthcare,Ronda Stryker,68,United States,Portage,Medical equipment,Healthcare,United States,,False,F,Michigan
6800,Energy,Dannine Avara,59,United States,Houston,Pipelines,Energy,United States,,False,F,Texas
6800,Diversified,Silvio Berlusconi & family,86,Italy,Milan,Media,Diversified,Italy,,True,M,
6800,Gambling & Casinos,Denise Coates,55,United Kingdom,Stoke-on-Trent,Online gambling,Gambling & Casinos,United Kingdom,,True,F,
6800,Energy,Scott Duncan,40,United States,Houston,Pipelines,Energy,United States,,False,M,Texas
6800,Energy,Milane Frantz,53,United States,Houston,Pipelines,Energy,United States,,False,F,Texas
6800,Finance & Investments,"Edward Johnson, IV.",58,United States,Boston,Fidelity,Finance & Investments,United States,,False,M,Massachusetts
6800,Finance & Investments,Yuri Milner,61,United States,Los Altos,Tech investments,Finance & Investments,Israel,DST Global,True,M,California
6800,Technology,Gordon Moore,94,United States,Woodside,Intel,Technology,United States,Intel Corp.,True,M,California
6800,Finance & Investments,John Overdeck,53,United States,Millburn,Hedge funds,Finance & Investments,United States,Two Sigma,True,M,New Jersey
6800,Finance & Investments,David Siegel,61,United States,Scarsdale,Hedge funds,Finance & Investments,United States,Two Sigma,True,M,New York
6800,Diversified,Viktor Vekselberg,65,Russia,Moscow,"Metals, investments",Diversified,Russia,,True,M,
6800,Technology,Wang Laisheng,58,China,Shenzhen,Electronics components,Technology,Hong Kong,,True,M,
6800,Energy,Randa Duncan Williams,61,United States,Houston,Pipelines,Energy,United States,Enterprise GP Holdings,False,F,Texas
6700,Finance & Investments,Ken Fisher,72,United States,Dallas,Money management,Finance & Investments,United States,,True,M,Texas
6700,Finance & Investments,Christopher Hohn,56,United Kingdom,London,Hedge funds,Finance & Investments,United Kingdom,The Children's Investment Fund Management,True,M,
6700,Manufacturing,Kjeld Kirk Kristiansen,75,Denmark,Billund,Lego,Manufacturing,Denmark,,False,M,
6700,Manufacturing,Sofie Kirk Kristiansen,47,Denmark,Billund,Lego,Manufacturing,Denmark,,False,F,
6700,Manufacturing,Thomas Kirk Kristiansen,44,Denmark,Billund,Lego,Manufacturing,Denmark,,False,M,
6700,Healthcare,Massimiliana Landini Aleotti & family,80,Italy,Fiesole,Pharmaceuticals,Healthcare,Italy,,False,F,
6700,Automotive,Li Ping,55,China,Ningde,Batteries,Automotive,Hong Kong,,True,M,
6700,Manufacturing,Lin Jianhua,60,China,Hangzhou,Solar panel components,Manufacturing,China,,True,M,
6700,Manufacturing,Magdalena Martullo-Blocher,54,Switzerland,Feldmeilen,Chemicals,Manufacturing,Switzerland,,False,F,
6700,Telecom,Xavier Niel,55,France,Paris,"Internet, telecom",Telecom,France,,True,M,
6700,Energy,Terrence Pegula,72,United States,Boca Raton,Natural gas,Energy,United States,Buffalo Sabres,True,M,Florida
6700,Real Estate,"Edward Roski, Jr.",84,United States,Los Angeles,Real estate,Real Estate,United States,"Majestic Realty, Co.",False,M,California
6700,Real Estate,John A. Sobrato & family,83,United States,Atherton,Real estate,Real Estate,United States,Sobrato Development Cos.,True,M,California
6700,Finance & Investments,George Soros,92,United States,Katonah,Hedge funds,Finance & Investments,United States,Soros Fund Management LLC,True,M,New York
6700,Technology,David Sun,71,United States,Irvine,Computer hardware,Technology,United States,Kingston Technology Corporation,True,M,California
6700,Manufacturing,Agnete Kirk Thinggaard,39,Denmark,Billund,Lego,Manufacturing,Denmark,,False,F,
6700,Technology,John Tu,81,United States,Rolling Hills,Computer hardware,Technology,United States,Kingston Technology Corporation,True,M,California
6700,Food & Beverage,Xu Shihui,65,China,Quanzhou,"Snacks, beverages",Food & Beverage,China,,True,M,
6600,Manufacturing,Rahel Blocher,47,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,,False,F,
6600,Food & Beverage,Bubba Cathy,68,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,,False,M,Georgia
6600,Food & Beverage,Dan Cathy,70,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,,False,M,Georgia
6600,Food & Beverage,Trudy Cathy White,67,United States,Hampton,Chick-fil-A,Food & Beverage,United States,,False,F,Georgia
6600,Finance & Investments,Bruce Kovner,78,United States,New York,Hedge funds,Finance & Investments,United States,Caxton Associates LP,True,M,New York
6600,Technology,"Henry Nicholas, III.",63,United States,Newport Coast,Semiconductors,Technology,United States,Broadcom,True,M,California
6600,Finance & Investments,Nadia Thiele,47,Germany,Munich,Investments,Finance & Investments,Germany,,False,F,
6500,Finance & Investments,David Bonderman,80,United States,Fort Worth,Private equity,Finance & Investments,United States,,True,M,Texas
6500,Technology,Melinda French Gates,58,United States,Medina,Microsoft,Technology,United States,Bill & Melinda Gates Foundation,False,F,Washington
6500,Fashion & Retail,Nathan Kirsh,91,Eswatini (Swaziland),Ezulwini,"Retail, real estate",Fashion & Retail,Eswatini (Swaziland),,True,M,
